URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,IsLegit
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
41,32,0,3,1,0,0,0.0,26,0.634,4,0.098,0,0,0,3,0.073,1,0
17,10,0,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
21,14,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
33,27,0,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0,0
64,25,0,4,1,0,0,0.0,33,0.516,16,0.25,2,1,0,5,0.125,0,0
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
22,15,0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
71,11,0,3,0,0,0,0.0,50,0.704,9,0.127,0,0,0,4,0.056,1,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
22,16,0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
24,17,0,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,0
50,20,0,3,0,0,0,0.0,36,0.72,0,0.0,0,0,0,6,0.12,1,0
18,11,0,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
35,29,0,3,2,0,0,0.0,22,0.629,0,0.0,0,0,0,2,0.057,0,0
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
26,19,0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
27,21,0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0
20,12,0,2,0,0,0,0.0,11,0.55,0,0.0,0,0,0,2,0.1,0,0
30,22,0,3,1,0,0,0.0,20,0.667,0,0.0,0,0,0,2,0.067,1,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
36,29,0,2,3,0,0,0.0,21,0.583,0,0.0,0,0,0,3,0.083,1,1
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
36,27,0,3,1,0,0,0.0,23,0.639,2,0.056,0,0,0,3,0.083,1,0
28,22,0,4,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,0
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
49,15,0,3,0,0,0,0.0,36,0.735,0,0.0,0,0,0,5,0.102,1,0
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
60,37,0,4,1,0,0,0.0,48,0.8,0,0.0,0,0,0,4,0.067,1,0
37,22,0,3,1,0,0,0.0,24,0.649,1,0.027,0,0,0,4,0.108,1,0
35,29,0,3,1,0,0,0.0,23,0.657,0,0.0,0,0,0,1,0.029,0,0
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
41,34,0,3,1,0,0,0.0,26,0.634,0,0.0,0,0,0,3,0.073,1,1
21,15,0,3,1,0,0,0.0,5,0.238,4,0.19,0,0,0,1,0.048,0,0
63,52,0,3,3,0,0,0.0,45,0.714,0,0.0,0,0,0,7,0.111,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
18,11,0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
55,47,0,2,2,0,0,0.0,18,0.327,22,0.4,0,0,0,7,0.127,1,0
26,19,0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,0
69,61,0,3,1,0,0,0.0,52,0.754,2,0.029,0,0,0,8,0.116,0,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
27,20,0,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
82,13,0,2,1,0,0,0.0,63,0.768,5,0.061,0,0,0,6,0.073,1,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
27,20,0,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
46,37,0,2,4,0,0,0.0,32,0.696,0,0.0,0,0,0,6,0.13,1,0
36,30,0,3,1,0,0,0.0,22,0.611,0,0.0,0,0,0,3,0.083,0,0
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
19,13,0,3,1,0,0,0.0,4,0.211,3,0.158,0,0,0,1,0.053,0,0
33,27,0,3,1,0,0,0.0,20,0.606,1,0.03,0,0,0,1,0.03,0,0
25,16,0,3,1,0,0,0.0,8,0.32,6,0.24,0,0,0,3,0.12,1,0
24,17,0,3,2,0,0,0.0,10,0.417,1,0.042,0,0,0,2,0.083,0,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
46,38,0,2,3,0,0,0.0,29,0.63,0,0.0,0,0,0,6,0.13,0,0
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
65,29,0,2,3,0,0,0.0,41,0.631,0,0.0,0,0,0,9,0.138,0,0
22,15,0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
22,15,0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
21,14,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
41,34,0,2,2,0,0,0.0,27,0.659,0,0.0,0,0,0,2,0.049,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
24,17,0,3,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1
97,31,0,3,2,0,0,0.0,52,0.536,25,0.258,0,1,0,7,0.082,1,0
69,63,0,3,5,0,0,0.0,52,0.754,1,0.014,0,0,0,5,0.072,0,0
40,15,0,3,0,0,0,0.0,27,0.675,0,0.0,0,0,0,5,0.125,1,0
46,38,0,3,2,0,0,0.0,27,0.587,6,0.13,0,0,0,5,0.109,1,0
45,36,0,3,2,0,0,0.0,25,0.556,6,0.133,0,0,0,6,0.133,1,0
23,16,0,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
32,25,0,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,1
39,32,0,3,4,0,0,0.0,19,0.487,5,0.128,0,0,0,4,0.103,0,0
24,18,0,4,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
36,29,0,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,1
229,82,0,3,3,0,0,0.0,150,0.655,44,0.192,4,1,0,22,0.118,1,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
36,27,0,3,1,0,0,0.0,23,0.639,2,0.056,0,0,0,3,0.083,1,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
30,24,0,2,3,0,0,0.0,16,0.533,0,0.0,0,0,0,3,0.1,0,0
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
27,20,0,3,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
104,20,0,5,1,0,0,0.0,77,0.74,12,0.115,0,0,0,7,0.067,1,0
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
29,20,0,3,0,0,0,0.0,16,0.552,2,0.069,0,0,0,3,0.103,1,0
36,29,0,2,2,0,0,0.0,22,0.611,0,0.0,0,0,0,2,0.056,1,1
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
38,29,0,3,1,0,0,0.0,27,0.711,0,0.0,0,0,0,3,0.079,1,0
19,7,0,2,0,0,0,0.0,9,0.474,0,0.0,0,0,0,2,0.105,1,0
27,20,0,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
50,20,0,2,1,0,0,0.0,36,0.72,0,0.0,0,0,0,6,0.12,1,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
22,16,0,4,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
25,16,0,3,1,0,0,0.0,12,0.48,2,0.08,0,0,0,3,0.12,1,0
26,19,0,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
47,41,0,3,3,0,0,0.0,24,0.511,5,0.106,0,0,0,7,0.149,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
43,34,0,3,2,0,0,0.0,26,0.605,3,0.07,0,0,0,6,0.14,1,0
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
34,25,0,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
34,25,0,3,1,0,0,0.0,19,0.559,3,0.088,0,0,0,4,0.118,1,0
48,41,0,2,1,0,0,0.0,15,0.312,21,0.438,0,0,0,1,0.021,0,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
24,18,0,3,2,0,0,0.0,9,0.375,2,0.083,0,0,0,2,0.083,0,0
55,46,0,3,4,0,0,0.0,37,0.673,4,0.073,0,0,0,6,0.109,1,0
21,15,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0,0
28,22,0,3,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0,0
89,16,0,4,1,0,0,0.0,66,0.742,11,0.124,0,0,0,4,0.045,1,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
256,19,0,3,0,0,0,0.0,155,0.605,72,0.281,0,0,2,19,0.082,1,0
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
22,15,0,3,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
33,16,0,3,0,0,0,0.0,22,0.667,0,0.0,0,0,0,3,0.091,1,0
24,18,0,2,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,0
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
22,16,0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
45,36,0,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,1,0
41,33,0,3,1,0,0,0.0,15,0.366,15,0.366,0,0,0,4,0.098,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
59,46,0,3,1,0,0,0.0,47,0.797,0,0.0,0,0,0,4,0.068,1,0
35,28,0,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,1
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
46,37,0,3,4,0,0,0.0,29,0.63,3,0.065,0,0,0,6,0.13,1,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
54,20,0,2,1,0,0,0.0,40,0.741,0,0.0,0,0,0,6,0.111,1,0
35,28,0,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
36,29,0,2,2,0,0,0.0,22,0.611,0,0.0,0,0,0,2,0.056,1,1
36,30,0,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,2,0.056,0,0
57,15,0,2,0,0,0,0.0,33,0.579,12,0.211,0,1,0,4,0.088,0,0
49,40,0,3,1,0,0,0.0,25,0.51,10,0.204,0,0,0,6,0.122,1,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
19,12,0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
48,40,0,3,1,0,0,0.0,33,0.688,0,0.0,0,0,0,7,0.146,1,0
36,13,0,2,1,0,0,0.0,23,0.639,0,0.0,0,0,0,5,0.139,1,0
36,15,0,3,0,0,0,0.0,24,0.667,0,0.0,0,0,0,4,0.111,1,0
80,7,0,2,0,0,0,0.0,56,0.7,13,0.163,0,0,0,3,0.037,1,0
17,11,0,6,0,0,0,0.0,9,0.529,0,0.0,0,0,0,1,0.059,0,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
233,11,0,3,0,0,0,0.0,194,0.833,22,0.094,1,1,0,7,0.039,1,0
21,15,0,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0
28,21,0,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
25,18,0,2,1,0,0,0.0,10,0.4,0,0.0,0,0,0,3,0.12,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
29,22,0,3,1,0,0,0.0,15,0.517,1,0.034,0,0,0,1,0.034,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
30,23,0,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
25,19,0,3,0,0,0,0.0,16,0.64,0,0.0,0,0,0,2,0.08,0,0
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
38,22,0,3,0,0,0,0.0,26,0.684,3,0.079,0,0,0,2,0.053,0,0
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
27,20,0,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
24,17,0,2,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1
42,33,0,3,1,0,0,0.0,27,0.643,1,0.024,0,0,0,6,0.143,1,0
24,17,0,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
30,23,0,2,2,0,0,0.0,15,0.5,0,0.0,0,0,0,3,0.1,1,1
37,30,0,3,1,0,0,0.0,25,0.676,0,0.0,0,0,0,1,0.027,0,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
27,20,0,2,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0
50,31,0,3,4,0,0,0.0,32,0.64,0,0.0,0,0,0,7,0.14,0,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
82,74,0,4,2,0,0,0.0,59,0.72,12,0.146,0,0,0,4,0.049,0,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
38,31,0,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
32,26,0,2,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0,0
92,19,0,3,0,0,0,0.0,73,0.793,7,0.076,0,0,0,4,0.043,1,0
18,11,0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
64,19,0,3,0,0,0,0.0,45,0.703,3,0.047,0,0,0,8,0.125,1,0
32,26,0,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0,0
32,25,0,2,2,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0,0
31,24,0,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
79,35,0,3,2,0,0,0.0,35,0.443,26,0.329,0,0,0,10,0.127,1,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
35,28,0,2,1,0,0,0.0,20,0.571,0,0.0,0,0,0,3,0.086,1,1
34,27,0,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,1
27,20,0,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
33,25,0,3,1,0,0,0.0,20,0.606,3,0.091,0,0,0,2,0.061,1,0
21,15,0,2,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
25,18,0,2,1,0,0,0.0,11,0.44,1,0.04,0,0,0,1,0.04,1,1
28,21,0,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
43,36,0,3,1,0,0,0.0,27,0.628,0,0.0,0,0,0,4,0.093,1,1
24,17,0,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,0
25,18,0,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
18,11,0,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
44,36,0,3,1,0,0,0.0,26,0.591,6,0.136,0,0,0,5,0.114,0,0
17,11,0,3,1,0,0,0.0,5,0.294,0,0.0,0,0,0,1,0.059,0,0
31,25,0,2,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
21,15,0,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
36,12,0,3,0,0,0,0.0,24,0.667,0,0.0,0,0,0,4,0.111,1,0
52,29,0,3,1,0,0,0.0,39,0.75,1,0.019,0,0,0,4,0.077,1,0
44,37,0,3,1,0,0,0.0,31,0.705,0,0.0,0,0,0,1,0.023,1,1
95,19,0,2,1,0,0,0.0,58,0.611,18,0.189,0,0,0,11,0.116,1,0
34,27,0,3,1,0,0,0.0,19,0.559,0,0.0,0,0,0,3,0.088,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
24,17,0,3,1,0,0,0.0,8,0.333,3,0.125,0,0,0,1,0.042,1,1
26,19,0,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
22,15,0,2,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
23,17,0,3,0,0,0,0.0,14,0.609,0,0.0,0,0,0,2,0.087,0,0
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
28,21,0,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
18,12,0,3,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0,0
27,20,0,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
67,7,0,2,0,0,0,0.0,46,0.687,10,0.149,0,0,0,3,0.045,1,0
90,74,0,4,2,0,0,0.0,61,0.678,16,0.178,0,0,0,5,0.056,1,0
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
23,16,0,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
40,32,0,3,1,0,0,0.0,23,0.575,3,0.075,0,0,0,6,0.15,1,0
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
27,20,0,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
29,23,0,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,0
31,17,0,2,1,0,0,0.0,20,0.645,0,0.0,0,0,0,3,0.097,1,0
25,19,0,2,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
35,26,0,3,3,0,0,0.0,22,0.629,0,0.0,0,0,0,5,0.143,1,0
24,17,0,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1
36,29,0,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,1
30,23,0,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
19,12,0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
241,17,0,3,0,0,0,0.0,143,0.593,72,0.299,3,1,0,15,0.079,0,0
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
25,19,0,5,0,0,0,0.0,16,0.64,0,0.0,0,0,0,2,0.08,0,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
25,18,0,3,2,0,0,0.0,10,0.4,2,0.08,0,0,0,2,0.08,0,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
25,19,0,3,1,0,0,0.0,9,0.36,4,0.16,0,0,0,1,0.04,0,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
33,26,0,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0,0
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
22,16,0,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
29,15,0,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,4,0.138,1,0
17,11,0,2,1,0,0,0.0,5,0.294,0,0.0,0,0,0,1,0.059,0,0
21,15,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0,0
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
39,31,0,3,4,0,0,0.0,23,0.59,0,0.0,0,0,0,5,0.128,0,0
27,21,0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0
25,19,0,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,0
50,44,0,6,1,0,0,0.0,30,0.6,8,0.16,0,0,0,1,0.02,0,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
33,27,0,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0,0
28,22,0,3,2,0,0,0.0,11,0.393,4,0.143,0,0,0,2,0.071,0,0
24,17,0,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1
21,14,0,4,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
