URLLength,DomainLength,IsDomainIP,CharContinuationRate,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpecialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,HasFavicon,Robots,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,IsLegit
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,340,1452,1,100.0,1,0,2,28,1,26,1
18,11,0,1.0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,364,408,1,0.0,0,0,11,1,3,58,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,551,6410,1,100.0,1,0,27,84,3,16,1
56,47,0,0.581395349,3,4,0,0,0.0,40,0.714,2,0.036,0,0,0,6,0.107,1,2,321,1,0.0,0,0,0,0,0,0,0
118,47,0,0.613636364,2,2,0,0,0.0,61,0.517,36,0.305,1,1,0,11,0.11,1,94,158571,1,0.0,0,0,0,0,0,2,0
27,20,0,0.538461538,2,3,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,1537,8047,1,0.0,1,1,26,178,25,226,1
30,23,0,0.875,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1992,364,1,0.0,1,0,17,2,1,26,1
25,16,0,0.5,3,1,0,0,0.0,10,0.4,3,0.12,0,0,0,4,0.16,1,3,2501,1,0.0,0,0,1,1,0,0,0
25,18,0,0.818181818,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,3159,2912,1,0.0,1,0,19,116,0,11,1
25,18,0,1.0,4,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,360,436,1,100.0,1,0,4,27,0,15,1
23,16,0,0.625,3,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,912,9381,1,100.0,0,1,22,132,0,134,1
19,12,0,1.0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,4465,1152,1,100.0,1,1,15,221,0,221,1
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,360,867,1,100.0,0,0,3,28,0,20,1
81,73,0,0.235294118,4,2,0,0,0.0,62,0.765,8,0.099,0,0,0,4,0.049,0,2,89,0,0.0,0,0,0,0,0,0,0
24,18,0,0.8,3,2,0,0,0.0,9,0.375,2,0.083,0,0,0,2,0.083,0,2,34,0,0.0,0,0,0,0,0,0,0
26,20,0,1.0,5,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,9,51,1,100.0,0,0,0,0,0,0,0
30,21,0,0.8125,4,1,0,0,0.0,12,0.4,6,0.2,0,0,0,4,0.133,1,271,20221,1,0.0,0,0,9,2,0,3,0
90,7,0,1.0,2,0,0,0,0.0,69,0.767,8,0.089,0,0,0,5,0.056,1,9,98,1,0.0,0,0,0,0,0,0,0
33,16,0,1.0,3,1,0,0,0.0,13,0.394,9,0.273,0,0,0,3,0.091,1,124,111,0,0.0,0,0,0,0,0,0,0
30,23,0,0.5625,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,905,531,1,0.0,1,1,27,89,3,61,1
33,26,0,1.0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1322,9763,1,100.0,1,1,58,204,4,197,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2392,9381,1,100.0,1,1,40,365,0,381,1
43,34,0,0.3,3,1,0,0,0.0,30,0.698,0,0.0,0,0,0,5,0.116,1,2,51,0,0.0,0,0,0,0,0,0,0
29,20,0,0.529411765,2,1,0,0,0.0,17,0.586,0,0.0,0,0,0,4,0.138,1,80,6818,1,0.0,0,0,0,0,0,2,0
26,20,0,1.0,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,36,0,0.0,0,0,0,0,0,0,0
27,20,0,0.916666667,3,1,0,0,0.0,13,0.481,1,0.037,0,0,0,1,0.037,1,15494,14088,1,100.0,0,0,96,68,0,40,1
27,18,0,0.571428571,3,1,0,0,0.0,12,0.444,3,0.111,0,0,0,4,0.148,1,108,8125,1,0.0,0,0,0,0,0,3,0
22,15,0,1.0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,796,591,1,0.0,1,0,17,70,1,6,1
20,14,0,0.8,3,0,0,0,0.0,11,0.55,0,0.0,0,0,0,2,0.1,0,9,50,1,100.0,0,0,0,0,0,0,0
25,18,0,0.727272727,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,2560,7110,1,0.0,0,0,30,440,0,42,1
29,22,0,0.8,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,236,3341,1,0.0,1,0,15,40,1,19,1
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2014,316,1,0.0,1,0,7,1,3,14,1
50,37,0,0.310344828,3,3,0,0,0.0,32,0.64,0,0.0,0,0,0,7,0.14,0,11,81,1,0.0,0,0,0,0,0,0,0
26,20,0,0.923076923,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,0.0,0,0,0,0,0,0,0
31,24,0,0.882352941,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,1790,22321,1,0.0,0,1,24,83,0,90,1
99,41,0,0.567567568,3,1,0,0,0.0,60,0.606,23,0.232,0,0,0,8,0.081,1,2,108,0,1.176470588,0,0,0,0,0,0,0
46,37,0,0.515151515,3,1,0,0,0.0,33,0.717,1,0.022,0,0,0,4,0.087,1,108,8125,1,0.0,0,0,0,0,0,3,0
19,12,0,1.0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,267,104,1,100.0,0,0,4,65,0,5,1
17,10,0,1.0,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,1379,9298,1,100.0,1,0,8,39,1,76,1
46,37,0,0.606060606,3,1,0,0,0.0,24,0.522,8,0.174,0,0,0,6,0.13,1,2,1929,1,0.0,1,0,1,1,0,1,0
49,40,0,0.416666667,3,1,0,0,0.0,31,0.633,4,0.082,0,0,0,6,0.122,1,59,78,1,0.0,1,0,3,1,0,0,0
53,45,0,0.43902439,3,2,0,0,0.0,37,0.698,5,0.094,0,0,0,4,0.075,0,5,1998143,0,0.0,0,0,0,0,0,0,0
82,19,0,0.6875,2,1,0,0,0.0,45,0.549,19,0.232,0,0,0,10,0.122,1,733,1280,1,0.0,0,0,3,0,0,4,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,772,429,1,100.0,1,1,1,205,0,202,1
26,20,0,0.923076923,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,0.0,0,0,0,0,0,0,0
27,20,0,1.0,4,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1126,3974,1,100.0,1,0,8,123,0,32,1
30,24,0,1.0,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,9,50,1,100.0,0,0,0,0,0,0,0
25,18,0,1.0,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,6432,699,1,0.0,0,0,24,341,2,139,1
34,25,0,0.80952381,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,271,19856,1,0.0,1,0,9,1,0,4,0
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2011,1673,1,100.0,1,0,17,67,0,11,1
22,15,0,0.75,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,418,601,1,0.0,1,0,4,10,0,15,1
19,12,0,1.0,3,1,0,0,0.0,5,0.263,1,0.053,0,0,0,1,0.053,1,167,239,1,100.0,1,0,4,25,1,6,1
25,17,0,1.0,3,0,0,0,0.0,16,0.64,0,0.0,0,0,0,2,0.08,0,2,33,0,0.0,0,0,0,0,0,0,0
36,29,0,0.76,3,1,0,0,0.0,27,0.75,0,0.0,0,0,0,2,0.056,0,13,115,1,0.0,0,0,0,1,0,1,0
23,16,0,1.0,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,26,80,1,100.0,0,0,4,0,0,0,0
89,16,0,0.636363636,4,1,0,0,0.0,68,0.764,9,0.101,0,0,0,4,0.045,1,88,3375,1,0.0,0,1,0,1,0,0,0
24,18,0,1.0,4,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,3,33,0,0.0,0,0,0,0,0,0,0
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1321,1264,1,100.0,0,1,5,15,1,56,1
101,11,0,1.0,3,0,0,0,0.0,58,0.574,22,0.218,0,0,0,14,0.139,0,86,266643,1,0.0,1,0,63,67,0,1,0
26,19,0,1.0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,430,8047,1,100.0,0,1,7,61,0,76,1
45,36,0,0.65625,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,0.0,0,0,0,0,0,3,0
22,16,0,0.777777778,2,2,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,68,2217,1,0.0,0,0,4,1,0,2,0
64,42,0,0.552631579,3,1,0,0,0.0,36,0.562,13,0.203,0,0,0,7,0.109,1,9,73,1,0.0,0,0,0,0,0,0,0
282,11,1,0.5,2,2,0,0,0.0,177,0.628,59,0.209,6,2,0,23,0.11,1,2,1638,1,0.0,0,0,0,0,0,0,0
54,37,0,0.424242424,3,0,0,0,0.0,41,0.759,0,0.0,0,0,0,6,0.111,0,417,33649,1,0.0,1,0,1,2,0,13,0
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,162,737,1,100.0,0,0,5,0,0,7,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,964,391,1,100.0,0,1,6,109,0,0,1
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,5833,32044,1,100.0,0,0,33,77,1,22,1
45,28,0,0.6,2,1,0,0,0.0,30,0.667,2,0.044,0,0,0,5,0.111,1,141,161,1,0.0,0,0,0,0,0,3,0
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,924,2672,1,100.0,1,0,19,88,0,4,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,12592,11281,1,100.0,1,1,21,217,20,221,1
33,26,0,1.0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,517,379,1,100.0,1,0,6,70,0,22,1
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1515,527,1,100.0,0,0,10,371,1,82,1
30,24,0,1.0,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,11,130,0,0.0,0,0,0,2,0,0,0
30,23,0,0.625,2,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,922,1915,1,0.0,1,0,7,58,0,10,1
25,14,0,0.7,3,0,0,0,0.0,11,0.44,2,0.08,0,0,0,4,0.16,1,88,2777,1,100.0,0,1,0,1,0,0,0
17,10,0,1.0,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,975,4783,1,100.0,1,1,35,1,0,95,1
19,12,0,1.0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2628,7773,1,100.0,1,1,22,220,0,111,1
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,659,2936,1,100.0,0,0,11,20,0,9,1
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,3018,9381,1,100.0,0,1,61,139,1,240,1
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,152,246,1,100.0,1,0,2,2,0,15,1
30,23,0,0.5,2,2,0,0,0.0,15,0.5,0,0.0,0,0,0,3,0.1,1,398,863,1,0.0,1,0,4,62,5,46,1
22,15,0,0.625,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,961,9381,1,0.0,1,1,21,145,5,93,1
25,16,0,0.75,3,1,0,0,0.0,14,0.56,0,0.0,0,0,0,3,0.12,1,108,8125,1,0.0,0,0,0,0,0,3,0
96,7,0,1.0,2,0,0,0,0.0,71,0.74,12,0.125,0,0,0,5,0.052,1,2,337,0,0.0,0,0,0,0,0,0,0
64,40,0,0.432432432,2,1,0,0,0.0,44,0.688,4,0.062,1,1,0,6,0.125,1,555,1512,1,0.0,0,0,0,0,7,0,0
35,29,0,1.0,3,1,0,0,0.0,23,0.657,0,0.0,0,0,0,1,0.029,0,2,490,1,100.0,0,0,0,0,0,0,0
92,11,0,0.714285714,3,0,0,0,0.0,67,0.728,10,0.109,1,1,0,5,0.076,1,191,6927,1,0.0,0,0,7,0,0,6,0
31,24,0,1.0,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1058,394,1,0.0,0,0,11,7,7,25,1
38,29,0,0.6,3,1,0,0,0.0,22,0.579,4,0.105,0,0,0,4,0.105,1,68,80,1,0.0,0,0,0,0,0,1,0
32,25,0,0.588235294,3,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,1335,1840,1,0.0,1,0,4,50,0,38,1
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,505,442,1,100.0,1,0,6,16,0,33,1
28,22,0,0.533333333,2,3,0,0,0.0,14,0.5,0,0.0,0,0,0,3,0.107,0,31,111,1,0.0,0,0,0,1,0,0,0
18,11,0,1.0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,314,1236,1,100.0,1,0,11,30,0,13,1
45,36,0,0.65625,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,0.0,0,0,0,0,0,3,0
52,10,0,1.0,3,0,0,0,0.0,36,0.692,0,0.0,0,0,0,8,0.154,1,9,111,0,0.0,0,1,0,0,0,0,0
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1279,6241,1,100.0,1,1,33,73,2,94,1
41,33,0,0.5,2,2,0,0,0.0,30,0.732,0,0.0,0,0,0,3,0.073,1,198,869,1,0.0,0,0,0,0,0,2,0
30,23,0,0.6,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,566,2160,1,100.0,1,0,6,5,11,123,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1235,8047,1,100.0,0,1,9,114,2,134,1
20,13,0,1.0,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,306,581,1,0.0,0,0,2,0,2,42,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,731,9381,1,100.0,1,1,5,59,0,59,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1222,9381,1,100.0,0,1,21,118,0,122,1
40,32,0,0.607142857,3,1,0,0,0.0,16,0.4,12,0.3,0,0,0,5,0.125,0,13,119,1,0.0,0,0,0,1,0,1,0
19,12,0,1.0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,844,247,1,100.0,0,0,5,18,2,12,1
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,908,9381,1,100.0,1,1,16,78,3,85,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,756,1566,1,100.0,1,0,18,102,0,124,1
22,16,0,0.666666667,2,2,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,82,117,1,0.0,1,0,5,0,0,0,0
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,4203,23982,1,100.0,0,1,18,153,6,161,1
26,19,0,0.8125,2,1,0,0,0.0,17,0.654,0,0.0,0,0,0,2,0.077,0,145,772,1,0.0,0,0,2,0,0,2,0
27,21,0,0.846153846,3,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,16,93,1,0.0,0,0,0,0,0,0,0
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,798,416,1,100.0,1,0,24,35,0,46,1
36,29,0,0.909090909,2,2,0,0,0.0,22,0.611,0,0.0,0,0,0,2,0.056,1,310,1820,1,0.0,0,1,2,27,0,6,1
27,20,0,0.769230769,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,2427,18096,1,0.0,0,1,30,230,23,236,1
26,19,0,1.0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,435,2024,1,0.0,0,0,7,42,0,47,1
107,22,0,0.666666667,3,0,0,0,0.0,84,0.785,5,0.047,0,0,0,11,0.103,0,8,116,1,100.0,0,0,0,0,0,0,0
45,36,0,0.65625,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,0.0,0,0,0,0,0,3,0
31,8,0,1.0,2,0,0,0,0.0,18,0.581,0,0.0,0,0,0,5,0.161,1,3,64,0,0.0,0,0,0,0,0,0,0
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,859,768,1,100.0,1,0,16,103,8,11,1
45,39,0,0.3125,2,1,0,0,0.0,14,0.311,19,0.422,0,0,0,1,0.022,0,20,233,1,100.0,0,0,0,0,0,0,0
51,42,0,0.358974359,2,2,0,0,0.0,34,0.667,4,0.078,0,0,0,5,0.098,1,198,869,1,0.0,0,0,0,0,0,2,0
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,3782,46435,1,100.0,0,0,27,127,0,42,1
32,25,0,1.0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,265,564,1,0.0,1,0,2,3,0,71,1
35,28,0,0.75,3,2,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,1,626,1607,1,0.0,1,0,1,3,0,5,1
32,26,0,0.684210526,2,2,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0,81,3909,1,0.0,0,0,0,2,0,3,0
37,29,0,0.48,3,1,0,0,0.0,25,0.676,0,0.0,0,0,0,4,0.108,1,108,8125,1,0.0,0,0,0,0,0,3,0
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,6032,32058,1,100.0,0,1,13,39,1,13,1
95,73,0,0.323529412,4,2,0,0,0.0,74,0.779,8,0.084,0,0,0,5,0.053,1,4,796480,0,0.0,0,0,0,0,0,0,0
21,14,0,0.571428571,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,1798,1561,1,0.0,0,0,8,72,25,43,1
55,33,0,0.466666667,2,1,0,0,0.0,41,0.745,0,0.0,0,0,0,6,0.109,1,141,161,1,0.0,0,0,0,0,0,3,0
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,459,9381,1,100.0,0,1,15,46,9,53,1
24,18,0,1.0,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,2826,1,100.0,0,0,1,1,0,1,0
55,16,0,0.583333333,3,1,0,0,0.0,41,0.745,0,0.0,0,0,0,6,0.109,1,24,30055,1,0.0,1,1,2,1,0,1,0
35,19,0,0.533333333,3,1,0,0,0.0,24,0.686,0,0.0,0,0,0,3,0.086,1,64,151,1,0.0,0,1,8,3,0,1,0
21,14,0,0.666666667,3,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,396,14311,1,0.0,1,1,9,89,0,91,1
37,29,0,0.52,3,1,0,0,0.0,27,0.73,0,0.0,0,0,0,2,0.054,1,80,4395,1,0.0,1,0,4,1,0,3,0
38,30,0,0.576923077,3,1,0,0,0.0,26,0.684,2,0.053,0,0,0,2,0.053,1,30,115,1,0.0,0,0,0,2,0,0,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2380,5688,1,75.0,1,0,34,113,4,22,1
26,18,0,0.642857143,3,0,0,0,0.0,16,0.615,0,0.0,0,0,0,2,0.077,1,2,35,0,0.0,0,0,0,0,0,0,0
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,250,405,1,100.0,1,0,5,1,0,7,1
19,12,0,1.0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1604,2446,1,100.0,1,0,17,151,0,37,1
27,20,0,1.0,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,291,1448,1,100.0,1,0,3,29,0,2,1
31,24,0,1.0,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,15,155,1,100.0,0,0,0,0,0,0,0
25,18,0,0.818181818,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,2489,702,1,0.0,0,0,24,39,3,60,1
48,19,0,0.5625,2,1,0,0,0.0,34,0.708,2,0.042,0,0,0,4,0.083,1,2,57,0,0.0,0,0,0,0,0,0,0
75,28,0,0.833333333,3,1,0,0,0.0,58,0.773,6,0.08,0,0,0,4,0.053,0,13,123,1,0.0,0,0,0,1,0,1,0
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1558,9381,1,100.0,1,1,6,115,1,118,1
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,838,2267,1,100.0,0,1,10,107,5,28,1
39,31,0,0.481481481,3,1,0,0,0.0,28,0.718,0,0.0,0,0,0,3,0.077,1,145,15744,1,0.0,1,0,11,0,2,0,0
32,24,0,0.55,3,1,0,0,0.0,22,0.688,0,0.0,0,0,0,3,0.094,0,13,103,1,0.0,0,0,0,1,0,1,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,467,554,1,100.0,1,0,6,57,0,58,1
26,18,0,0.714285714,3,1,0,0,0.0,13,0.5,3,0.115,0,0,0,2,0.077,1,66,3018,1,0.0,0,0,2,2,0,0,0
21,13,0,1.0,2,0,0,0,0.0,12,0.571,0,0.0,0,0,0,2,0.095,0,2,30,0,0.0,0,0,0,0,0,0,0
49,40,0,0.472222222,3,1,0,0,0.0,30,0.612,5,0.102,0,0,0,6,0.122,1,108,8125,1,0.0,0,0,0,0,0,3,0
96,76,0,0.277777778,3,2,0,0,0.0,68,0.708,13,0.135,0,0,0,7,0.073,1,317,4935,1,0.0,0,1,2,0,0,5,0
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1681,904,1,0.0,1,0,37,8,0,41,1
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,159,336,1,100.0,1,0,9,29,0,14,1
26,18,0,0.714285714,3,1,0,0,0.0,14,0.538,2,0.077,0,0,0,2,0.077,1,66,3018,1,0.0,0,0,2,2,0,0,0
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,534,1911,1,100.0,0,0,10,122,0,140,1
27,20,0,1.0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,2,36,0,0.0,0,0,0,0,0,0,0
27,21,0,1.0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,2,482,1,100.0,0,0,0,0,0,0,0
22,15,0,1.0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1247,1205,1,0.0,1,0,5,47,14,4,1
31,24,0,1.0,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,2,40,0,0.0,0,0,0,0,0,0,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1425,24012,1,100.0,1,1,24,81,3,77,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,3652,9394,1,100.0,1,1,11,313,4,175,1
44,35,0,0.322580645,3,1,0,0,0.0,31,0.705,0,0.0,0,0,0,5,0.114,1,98,292,1,0.0,0,0,0,0,0,0,0
34,27,0,1.0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1359,1475,1,100.0,1,0,37,136,0,16,1
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,2324,4367,1,100.0,1,1,5,137,0,9,1
22,15,0,0.625,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,532,354,1,0.0,1,0,19,5,0,1,1
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,3220,2682,1,0.0,1,0,24,92,0,14,1
21,12,0,1.0,3,0,0,0,0.0,11,0.524,0,0.0,0,0,0,2,0.095,1,35,126,1,100.0,0,1,1,0,0,0,0
23,16,0,1.0,3,1,0,0,0.0,6,0.261,4,0.174,0,0,0,1,0.043,1,254,598,1,100.0,0,0,11,22,0,16,1
16,9,0,1.0,2,1,0,0,0.0,3,0.188,0,0.0,0,0,0,1,0.062,1,1091,1581,1,100.0,0,1,6,242,0,7,1
46,21,0,1.0,2,1,0,0,0.0,29,0.63,1,0.022,0,0,0,4,0.087,1,25,166947,1,100.0,0,1,1,0,0,2,0
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,598,9381,1,100.0,0,1,18,52,0,56,1
32,24,0,0.7,3,1,0,0,0.0,20,0.625,2,0.062,0,0,0,2,0.062,1,142,3657,1,0.0,0,0,1,0,1,1,0
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1996,4323,1,100.0,1,1,26,111,4,146,1
25,18,0,0.8,3,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,506,341,1,0.0,0,0,12,63,3,8,1
27,19,0,0.466666667,3,1,0,0,0.0,16,0.593,0,0.0,0,0,0,4,0.148,0,2,36,0,0.0,0,0,0,0,0,0,0
27,18,0,0.642857143,3,1,0,0,0.0,15,0.556,1,0.037,0,0,0,3,0.111,1,46,138,1,0.0,1,1,0,2,1,2,0
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1602,1820,1,100.0,1,0,23,101,0,190,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2528,1820,1,100.0,1,1,5,285,0,323,1
65,45,0,0.463414634,3,3,0,0,0.0,39,0.6,10,0.154,0,0,0,8,0.123,1,16,4407,0,1.923076923,0,0,0,0,0,0,0
54,19,0,0.6,3,0,0,0,0.0,38,0.704,1,0.019,0,0,0,8,0.148,0,254,894,1,0.0,0,1,6,0,0,5,0
22,15,0,0.5,2,2,0,0,0.0,7,0.318,0,0.0,0,0,0,3,0.136,1,545,348,1,0.0,1,0,21,102,1,28,1
38,30,0,0.653846154,3,1,0,0,0.0,25,0.658,3,0.079,0,0,0,2,0.053,1,108,8125,1,0.0,0,0,0,0,0,3,0
